sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-4.095646756008e+02
0.000000000000e+00,0.000000000000e+00,-3.659179687500e+02
0.000000000000e+00,0.000000000000e+00,-3.222712618991e+02
