# Load Type: TRIANGULAR
# Load Formula: q(x) = w * (x/L)
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.040000     0.000000     0.000000     0.000000  -10.000000     0.000000     0.000000     0.000000     0.000000
    0.080000     0.000000     0.000000     0.000000  -20.000000     0.000000     0.000000     0.000000     0.000000
    0.120000     0.000000     0.000000     0.000000  -30.000000     0.000000     0.000000     0.000000     0.000000
    0.160000     0.000000     0.000000     0.000000  -40.000000     0.000000     0.000000     0.000000     0.000000
    0.200000     0.000000     0.000000     0.000000  -50.000000     0.000000     0.000000     0.000000     0.000000
    0.240000     0.000000     0.000000     0.000000  -60.000000     0.000000     0.000000     0.000000     0.000000
    0.280000     0.000000     0.000000     0.000000  -70.000000     0.000000     0.000000     0.000000     0.000000
    0.320000     0.000000     0.000000     0.000000  -80.000000     0.000000     0.000000     0.000000     0.000000
    0.360000     0.000000     0.000000     0.000000  -90.000000     0.000000     0.000000     0.000000     0.000000
    0.400000     0.000000     0.000000     0.000000  -100.000000     0.000000     0.000000     0.000000     0.000000
    0.440000     0.000000     0.000000     0.000000  -110.000000     0.000000     0.000000     0.000000     0.000000
    0.480000     0.000000     0.000000     0.000000  -120.000000     0.000000     0.000000     0.000000     0.000000
    0.520000     0.000000     0.000000     0.000000  -130.000000     0.000000     0.000000     0.000000     0.000000
    0.560000     0.000000     0.000000     0.000000  -140.000000     0.000000     0.000000     0.000000     0.000000
    0.600000     0.000000     0.000000     0.000000  -150.000000     0.000000     0.000000     0.000000     0.000000
    0.640000     0.000000     0.000000     0.000000  -160.000000     0.000000     0.000000     0.000000     0.000000
    0.680000     0.000000     0.000000     0.000000  -170.000000     0.000000     0.000000     0.000000     0.000000
    0.720000     0.000000     0.000000     0.000000  -180.000000     0.000000     0.000000     0.000000     0.000000
    0.760000     0.000000     0.000000     0.000000  -190.000000     0.000000     0.000000     0.000000     0.000000
    0.800000     0.000000     0.000000     0.000000  -200.000000     0.000000     0.000000     0.000000     0.000000
    0.840000     0.000000     0.000000     0.000000  -210.000000     0.000000     0.000000     0.000000     0.000000
    0.880000     0.000000     0.000000     0.000000  -220.000000     0.000000     0.000000     0.000000     0.000000
    0.920000     0.000000     0.000000     0.000000  -230.000000     0.000000     0.000000     0.000000     0.000000
    0.960000     0.000000     0.000000     0.000000  -240.000000     0.000000     0.000000     0.000000     0.000000
    1.000000     0.000000     0.000000     0.000000  -250.000000     0.000000     0.000000     0.000000     0.000000
    1.040000     0.000000     0.000000     0.000000  -260.000000     0.000000     0.000000     0.000000     0.000000
    1.080000     0.000000     0.000000     0.000000  -270.000000     0.000000     0.000000     0.000000     0.000000
    1.120000     0.000000     0.000000     0.000000  -280.000000     0.000000     0.000000     0.000000     0.000000
    1.160000     0.000000     0.000000     0.000000  -290.000000     0.000000     0.000000     0.000000     0.000000
    1.200000     0.000000     0.000000     0.000000  -300.000000     0.000000     0.000000     0.000000     0.000000
    1.240000     0.000000     0.000000     0.000000  -310.000000     0.000000     0.000000     0.000000     0.000000
    1.280000     0.000000     0.000000     0.000000  -320.000000     0.000000     0.000000     0.000000     0.000000
    1.320000     0.000000     0.000000     0.000000  -330.000000     0.000000     0.000000     0.000000     0.000000
    1.360000     0.000000     0.000000     0.000000  -340.000000     0.000000     0.000000     0.000000     0.000000
    1.400000     0.000000     0.000000     0.000000  -350.000000     0.000000     0.000000     0.000000     0.000000
    1.440000     0.000000     0.000000     0.000000  -360.000000     0.000000     0.000000     0.000000     0.000000
    1.480000     0.000000     0.000000     0.000000  -370.000000     0.000000     0.000000     0.000000     0.000000
    1.520000     0.000000     0.000000     0.000000  -380.000000     0.000000     0.000000     0.000000     0.000000
    1.560000     0.000000     0.000000     0.000000  -390.000000     0.000000     0.000000     0.000000     0.000000
    1.600000     0.000000     0.000000     0.000000  -400.000000     0.000000     0.000000     0.000000     0.000000
    1.640000     0.000000     0.000000     0.000000  -410.000000     0.000000     0.000000     0.000000     0.000000
    1.680000     0.000000     0.000000     0.000000  -420.000000     0.000000     0.000000     0.000000     0.000000
    1.720000     0.000000     0.000000     0.000000  -430.000000     0.000000     0.000000     0.000000     0.000000
    1.760000     0.000000     0.000000     0.000000  -440.000000     0.000000     0.000000     0.000000     0.000000
    1.800000     0.000000     0.000000     0.000000  -450.000000     0.000000     0.000000     0.000000     0.000000
    1.840000     0.000000     0.000000     0.000000  -460.000000     0.000000     0.000000     0.000000     0.000000
    1.880000     0.000000     0.000000     0.000000  -470.000000     0.000000     0.000000     0.000000     0.000000
    1.920000     0.000000     0.000000     0.000000  -480.000000     0.000000     0.000000     0.000000     0.000000
    1.960000     0.000000     0.000000     0.000000  -490.000000     0.000000     0.000000     0.000000     0.000000
    2.000000     0.000000     0.000000     0.000000  -500.000000     0.000000     0.000000     0.000000     0.000000
