sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-1.319584370263e+01
0.000000000000e+00,0.000000000000e+00,-9.077962239610e+00
0.000000000000e+00,0.000000000000e+00,-4.960080776595e+00
