sigma1,sigma2,sigma3
7.432063483179e+02,-9.605407714816e+01,-7.432063483179e+02
2.742513020830e+02,-9.605407714816e+01,-2.742513020830e+02
1.947037441520e+02,-9.605407714816e+01,-1.947037441520e+02
