max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
5.382198e+03,0.000000e+00,1.477694e+02,2.851180e-04,0.000000e+00,1.349214e-05,6.802891e+03,0.000000e+00,2.851180e-04,0.000000e+00
