sigma1,sigma2,sigma3
3.628671916112e+03,-5.864257812492e+02,-3.628671916112e+03
7.656249999993e+02,-5.864257812492e+02,-7.656249999993e+02
2.097421916113e+03,-5.864257812492e+02,-2.097421916113e+03
