sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-4.366195191029e+02
0.000000000000e+00,0.000000000000e+00,-4.335937508681e+02
0.000000000000e+00,0.000000000000e+00,-4.305679826328e+02
