job_id,x,uy_fem_mm,uy_roark_mm,error_uy_mm,theta_z_fem_deg,theta_z_roark_deg,error_theta_z_deg
0.000000000000000000e+00,1.159999999999999920e+00,-1.237926293134000044e+00,-1.237926296148541772e+00,3.014541727353048373e-09,-1.076350367920781981e-01,-1.076350370550238911e-01,2.629456929970075407e-10
0.000000000000000000e+00,1.179999999999999938e+00,-1.275688087482000022e+00,-1.275688090588770196e+00,3.106770174454709377e-09,-1.087197512233734620e-01,-1.087197514886770189e-01,2.653035569011308326e-10
0.000000000000000000e+00,1.199999999999999956e+00,-1.313823956707000029e+00,-1.313823959906472272e+00,3.199472242698675473e-09,-1.097783279575276910e-01,-1.097783282251336562e-01,2.676059651651740978e-10
0.000000000000000000e+00,1.219999999999999973e+00,-1.352324777031000069e+00,-1.352324780324148046e+00,3.293147976535237831e-09,-1.108107669945981866e-01,-1.108107672643938446e-01,2.697956580366422941e-10
0.000000000000000000e+00,1.239999999999999991e+00,-1.391181424675999923e+00,-1.391181428064298897e+00,3.388298974726922097e-09,-1.118170683345849625e-01,-1.118170686064575564e-01,2.718725938821719978e-10
0.000000000000000000e+00,1.260000000000000009e+00,-1.430384775865999991e+00,-1.430384779349424651e+00,3.483424659833644910e-09,-1.127972319774307036e-01,-1.127972322513248332e-01,2.738941295987729063e-10
0.000000000000000000e+00,1.280000000000000027e+00,-1.469925706823000056e+00,-1.469925710402026242e+00,3.579026186528722064e-09,-1.137512579231927251e-01,-1.137512581989956195e-01,2.758028944116475145e-10
0.000000000000000000e+00,1.300000000000000044e+00,-1.509795093768999896e+00,-1.509795097444605050e+00,3.675605153574679207e-09,-1.146791461718137117e-01,-1.146791464494699986e-01,2.776562868511689430e-10
0.000000000000000000e+00,1.320000000000000062e+00,-1.549983812925999960e+00,-1.549983816699660677e+00,3.773660717243387808e-09,-1.155808967233509510e-01,-1.155808970027478455e-01,2.793968945091762635e-10
0.000000000000000000e+00,1.340000000000000080e+00,-1.590482740518999849e+00,-1.590482744389694725e+00,3.870694875729441264e-09,-1.164565095778045123e-01,-1.164565098588292991e-01,2.810247867746085149e-10
