element_id,total_strain_energy
0,2.168930133021e-03
1,1.903612221125e-03
2,1.655982170021e-03
3,1.426039979711e-03
4,1.213785650194e-03
5,1.019219181469e-03
6,8.423405735382e-04
7,6.831498264001e-04
8,5.416469400549e-04
9,4.178319145028e-04
10,3.117047497438e-04
11,2.232654457778e-04
12,1.525140026048e-04
13,9.945042022491e-05
14,6.407469863803e-05
15,4.638683784420e-05
16,1.723375787842e-26
17,1.626866838978e-26
18,1.539923272773e-26
19,1.450337366410e-26
20,1.367793206961e-26
21,1.281354410019e-26
22,1.198068552304e-26
23,1.118637861005e-26
24,1.042857502139e-26
25,9.615260043022e-27
26,8.903544572800e-27
27,8.176598266013e-27
28,7.500891029022e-27
29,6.802478632792e-27
30,6.128388270536e-27
31,5.466060152456e-27
32,4.926752986414e-27
33,4.341685016648e-27
34,3.919100632888e-27
35,3.515325740748e-27
36,3.087214313769e-27
37,2.776656303404e-27
38,2.454976398908e-27
39,2.199118773925e-27
40,1.925439905694e-27
41,1.660932345416e-27
42,1.430350585697e-27
43,1.165892022557e-27
44,9.914962807544e-28
45,8.430943290701e-28
46,7.218058415206e-28
47,6.117779809401e-28
48,5.148399944576e-28
49,3.903642162935e-28
50,2.990846736118e-28
51,2.189445668036e-28
52,1.687692808865e-28
53,1.281335903266e-28
54,1.043587079793e-28
55,8.790028222458e-29
56,7.264183506794e-29
57,5.761873818914e-29
58,3.778222385231e-29
59,2.003909826213e-29
60,4.638188144397e-30
61,4.582558590120e-30
62,1.283761759249e-30
63,4.162877061241e-30
