# Load Type: PARABOLIC
# Load Formula: q(x) = w * (x/L)^2
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.040000     0.000000     0.000000     0.000000  -0.200000     0.000000     0.000000     0.000000     0.000000
    0.080000     0.000000     0.000000     0.000000  -0.800000     0.000000     0.000000     0.000000     0.000000
    0.120000     0.000000     0.000000     0.000000  -1.800000     0.000000     0.000000     0.000000     0.000000
    0.160000     0.000000     0.000000     0.000000  -3.200000     0.000000     0.000000     0.000000     0.000000
    0.200000     0.000000     0.000000     0.000000  -5.000000     0.000000     0.000000     0.000000     0.000000
    0.240000     0.000000     0.000000     0.000000  -7.200000     0.000000     0.000000     0.000000     0.000000
    0.280000     0.000000     0.000000     0.000000  -9.800000     0.000000     0.000000     0.000000     0.000000
    0.320000     0.000000     0.000000     0.000000  -12.800000     0.000000     0.000000     0.000000     0.000000
    0.360000     0.000000     0.000000     0.000000  -16.200000     0.000000     0.000000     0.000000     0.000000
    0.400000     0.000000     0.000000     0.000000  -20.000000     0.000000     0.000000     0.000000     0.000000
    0.440000     0.000000     0.000000     0.000000  -24.200000     0.000000     0.000000     0.000000     0.000000
    0.480000     0.000000     0.000000     0.000000  -28.800000     0.000000     0.000000     0.000000     0.000000
    0.520000     0.000000     0.000000     0.000000  -33.800000     0.000000     0.000000     0.000000     0.000000
    0.560000     0.000000     0.000000     0.000000  -39.200000     0.000000     0.000000     0.000000     0.000000
    0.600000     0.000000     0.000000     0.000000  -45.000000     0.000000     0.000000     0.000000     0.000000
    0.640000     0.000000     0.000000     0.000000  -51.200000     0.000000     0.000000     0.000000     0.000000
    0.680000     0.000000     0.000000     0.000000  -57.800000     0.000000     0.000000     0.000000     0.000000
    0.720000     0.000000     0.000000     0.000000  -64.800000     0.000000     0.000000     0.000000     0.000000
    0.760000     0.000000     0.000000     0.000000  -72.200000     0.000000     0.000000     0.000000     0.000000
    0.800000     0.000000     0.000000     0.000000  -80.000000     0.000000     0.000000     0.000000     0.000000
    0.840000     0.000000     0.000000     0.000000  -88.200000     0.000000     0.000000     0.000000     0.000000
    0.880000     0.000000     0.000000     0.000000  -96.800000     0.000000     0.000000     0.000000     0.000000
    0.920000     0.000000     0.000000     0.000000  -105.800000     0.000000     0.000000     0.000000     0.000000
    0.960000     0.000000     0.000000     0.000000  -115.200000     0.000000     0.000000     0.000000     0.000000
    1.000000     0.000000     0.000000     0.000000  -125.000000     0.000000     0.000000     0.000000     0.000000
    1.040000     0.000000     0.000000     0.000000  -135.200000     0.000000     0.000000     0.000000     0.000000
    1.080000     0.000000     0.000000     0.000000  -145.800000     0.000000     0.000000     0.000000     0.000000
    1.120000     0.000000     0.000000     0.000000  -156.800000     0.000000     0.000000     0.000000     0.000000
    1.160000     0.000000     0.000000     0.000000  -168.200000     0.000000     0.000000     0.000000     0.000000
    1.200000     0.000000     0.000000     0.000000  -180.000000     0.000000     0.000000     0.000000     0.000000
    1.240000     0.000000     0.000000     0.000000  -192.200000     0.000000     0.000000     0.000000     0.000000
    1.280000     0.000000     0.000000     0.000000  -204.800000     0.000000     0.000000     0.000000     0.000000
    1.320000     0.000000     0.000000     0.000000  -217.800000     0.000000     0.000000     0.000000     0.000000
    1.360000     0.000000     0.000000     0.000000  -231.200000     0.000000     0.000000     0.000000     0.000000
    1.400000     0.000000     0.000000     0.000000  -245.000000     0.000000     0.000000     0.000000     0.000000
    1.440000     0.000000     0.000000     0.000000  -259.200000     0.000000     0.000000     0.000000     0.000000
    1.480000     0.000000     0.000000     0.000000  -273.800000     0.000000     0.000000     0.000000     0.000000
    1.520000     0.000000     0.000000     0.000000  -288.800000     0.000000     0.000000     0.000000     0.000000
    1.560000     0.000000     0.000000     0.000000  -304.200000     0.000000     0.000000     0.000000     0.000000
    1.600000     0.000000     0.000000     0.000000  -320.000000     0.000000     0.000000     0.000000     0.000000
    1.640000     0.000000     0.000000     0.000000  -336.200000     0.000000     0.000000     0.000000     0.000000
    1.680000     0.000000     0.000000     0.000000  -352.800000     0.000000     0.000000     0.000000     0.000000
    1.720000     0.000000     0.000000     0.000000  -369.800000     0.000000     0.000000     0.000000     0.000000
    1.760000     0.000000     0.000000     0.000000  -387.200000     0.000000     0.000000     0.000000     0.000000
    1.800000     0.000000     0.000000     0.000000  -405.000000     0.000000     0.000000     0.000000     0.000000
    1.840000     0.000000     0.000000     0.000000  -423.200000     0.000000     0.000000     0.000000     0.000000
    1.880000     0.000000     0.000000     0.000000  -441.800000     0.000000     0.000000     0.000000     0.000000
    1.920000     0.000000     0.000000     0.000000  -460.800000     0.000000     0.000000     0.000000     0.000000
    1.960000     0.000000     0.000000     0.000000  -480.200000     0.000000     0.000000     0.000000     0.000000
    2.000000     0.000000     0.000000     0.000000  -500.000000     0.000000     0.000000     0.000000     0.000000
