sigma1,sigma2,sigma3
1.917411542041e-10,4.354026345195e-11,-1.917411542041e-10
4.354026345195e-11,0.000000000000e+00,0.000000000000e+00
2.684376158857e-10,4.354026345195e-11,-2.684376158857e-10
