sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-8.263640365417e+02
0.000000000000e+00,0.000000000000e+00,-8.203125000629e+02
0.000000000000e+00,0.000000000000e+00,-8.142609635841e+02
