8.803200000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.803200000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,2.829600000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.421250000000e+07,0.000000000000e+00,-2.829600000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.421250000000e+07
0.000000000000e+00,0.000000000000e+00,2.829600000000e+09,0.000000000000e+00,-4.421250000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.829600000000e+09,0.000000000000e+00,-4.421250000000e+07,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.756644160000e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.756644160000e+04,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,-4.421250000000e+07,0.000000000000e+00,2.864068312500e+06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.421250000000e+07,0.000000000000e+00,-1.482427687500e+06,0.000000000000e+00
0.000000000000e+00,4.421250000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.472009711250e+07,0.000000000000e+00,-4.421250000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.333845648750e+07
-8.803200000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.803200000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,-2.829600000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.421250000000e+07,0.000000000000e+00,2.829600000000e+09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.421250000000e+07
0.000000000000e+00,0.000000000000e+00,-2.829600000000e+09,0.000000000000e+00,4.421250000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.829600000000e+09,0.000000000000e+00,4.421250000000e+07,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.756644160000e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.756644160000e+04,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,-4.421250000000e+07,0.000000000000e+00,-1.482427687500e+06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.421250000000e+07,0.000000000000e+00,2.864068312500e+06,0.000000000000e+00
0.000000000000e+00,4.421250000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.333845648750e+07,0.000000000000e+00,-4.421250000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.472009711250e+07
