# Load Type: TRIANGULAR
# Load Formula: q(x) = w * (x/L)
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.020000     0.000000     0.000000     0.000000  -5.000000     0.000000     0.000000     0.000000     0.000000
    0.040000     0.000000     0.000000     0.000000  -10.000000     0.000000     0.000000     0.000000     0.000000
    0.060000     0.000000     0.000000     0.000000  -15.000000     0.000000     0.000000     0.000000     0.000000
    0.080000     0.000000     0.000000     0.000000  -20.000000     0.000000     0.000000     0.000000     0.000000
    0.100000     0.000000     0.000000     0.000000  -25.000000     0.000000     0.000000     0.000000     0.000000
    0.120000     0.000000     0.000000     0.000000  -30.000000     0.000000     0.000000     0.000000     0.000000
    0.140000     0.000000     0.000000     0.000000  -35.000000     0.000000     0.000000     0.000000     0.000000
    0.160000     0.000000     0.000000     0.000000  -40.000000     0.000000     0.000000     0.000000     0.000000
    0.180000     0.000000     0.000000     0.000000  -45.000000     0.000000     0.000000     0.000000     0.000000
    0.200000     0.000000     0.000000     0.000000  -50.000000     0.000000     0.000000     0.000000     0.000000
    0.220000     0.000000     0.000000     0.000000  -55.000000     0.000000     0.000000     0.000000     0.000000
    0.240000     0.000000     0.000000     0.000000  -60.000000     0.000000     0.000000     0.000000     0.000000
    0.260000     0.000000     0.000000     0.000000  -65.000000     0.000000     0.000000     0.000000     0.000000
    0.280000     0.000000     0.000000     0.000000  -70.000000     0.000000     0.000000     0.000000     0.000000
    0.300000     0.000000     0.000000     0.000000  -75.000000     0.000000     0.000000     0.000000     0.000000
    0.320000     0.000000     0.000000     0.000000  -80.000000     0.000000     0.000000     0.000000     0.000000
    0.340000     0.000000     0.000000     0.000000  -85.000000     0.000000     0.000000     0.000000     0.000000
    0.360000     0.000000     0.000000     0.000000  -90.000000     0.000000     0.000000     0.000000     0.000000
    0.380000     0.000000     0.000000     0.000000  -95.000000     0.000000     0.000000     0.000000     0.000000
    0.400000     0.000000     0.000000     0.000000  -100.000000     0.000000     0.000000     0.000000     0.000000
    0.420000     0.000000     0.000000     0.000000  -105.000000     0.000000     0.000000     0.000000     0.000000
    0.440000     0.000000     0.000000     0.000000  -110.000000     0.000000     0.000000     0.000000     0.000000
    0.460000     0.000000     0.000000     0.000000  -115.000000     0.000000     0.000000     0.000000     0.000000
    0.480000     0.000000     0.000000     0.000000  -120.000000     0.000000     0.000000     0.000000     0.000000
    0.500000     0.000000     0.000000     0.000000  -125.000000     0.000000     0.000000     0.000000     0.000000
    0.520000     0.000000     0.000000     0.000000  -130.000000     0.000000     0.000000     0.000000     0.000000
    0.540000     0.000000     0.000000     0.000000  -135.000000     0.000000     0.000000     0.000000     0.000000
    0.560000     0.000000     0.000000     0.000000  -140.000000     0.000000     0.000000     0.000000     0.000000
    0.580000     0.000000     0.000000     0.000000  -145.000000     0.000000     0.000000     0.000000     0.000000
    0.600000     0.000000     0.000000     0.000000  -150.000000     0.000000     0.000000     0.000000     0.000000
    0.620000     0.000000     0.000000     0.000000  -155.000000     0.000000     0.000000     0.000000     0.000000
    0.640000     0.000000     0.000000     0.000000  -160.000000     0.000000     0.000000     0.000000     0.000000
    0.660000     0.000000     0.000000     0.000000  -165.000000     0.000000     0.000000     0.000000     0.000000
    0.680000     0.000000     0.000000     0.000000  -170.000000     0.000000     0.000000     0.000000     0.000000
    0.700000     0.000000     0.000000     0.000000  -175.000000     0.000000     0.000000     0.000000     0.000000
    0.720000     0.000000     0.000000     0.000000  -180.000000     0.000000     0.000000     0.000000     0.000000
    0.740000     0.000000     0.000000     0.000000  -185.000000     0.000000     0.000000     0.000000     0.000000
    0.760000     0.000000     0.000000     0.000000  -190.000000     0.000000     0.000000     0.000000     0.000000
    0.780000     0.000000     0.000000     0.000000  -195.000000     0.000000     0.000000     0.000000     0.000000
    0.800000     0.000000     0.000000     0.000000  -200.000000     0.000000     0.000000     0.000000     0.000000
    0.820000     0.000000     0.000000     0.000000  -205.000000     0.000000     0.000000     0.000000     0.000000
    0.840000     0.000000     0.000000     0.000000  -210.000000     0.000000     0.000000     0.000000     0.000000
    0.860000     0.000000     0.000000     0.000000  -215.000000     0.000000     0.000000     0.000000     0.000000
    0.880000     0.000000     0.000000     0.000000  -220.000000     0.000000     0.000000     0.000000     0.000000
    0.900000     0.000000     0.000000     0.000000  -225.000000     0.000000     0.000000     0.000000     0.000000
    0.920000     0.000000     0.000000     0.000000  -230.000000     0.000000     0.000000     0.000000     0.000000
    0.940000     0.000000     0.000000     0.000000  -235.000000     0.000000     0.000000     0.000000     0.000000
    0.960000     0.000000     0.000000     0.000000  -240.000000     0.000000     0.000000     0.000000     0.000000
    0.980000     0.000000     0.000000     0.000000  -245.000000     0.000000     0.000000     0.000000     0.000000
    1.000000     0.000000     0.000000     0.000000  -250.000000     0.000000     0.000000     0.000000     0.000000
    1.020000     0.000000     0.000000     0.000000  -255.000000     0.000000     0.000000     0.000000     0.000000
    1.040000     0.000000     0.000000     0.000000  -260.000000     0.000000     0.000000     0.000000     0.000000
    1.060000     0.000000     0.000000     0.000000  -265.000000     0.000000     0.000000     0.000000     0.000000
    1.080000     0.000000     0.000000     0.000000  -270.000000     0.000000     0.000000     0.000000     0.000000
    1.100000     0.000000     0.000000     0.000000  -275.000000     0.000000     0.000000     0.000000     0.000000
    1.120000     0.000000     0.000000     0.000000  -280.000000     0.000000     0.000000     0.000000     0.000000
    1.140000     0.000000     0.000000     0.000000  -285.000000     0.000000     0.000000     0.000000     0.000000
    1.160000     0.000000     0.000000     0.000000  -290.000000     0.000000     0.000000     0.000000     0.000000
    1.180000     0.000000     0.000000     0.000000  -295.000000     0.000000     0.000000     0.000000     0.000000
