element_id,total_strain_energy
0,1.576895292369e-02
1,1.503215190707e-02
2,1.431350454624e-02
3,1.361331044249e-02
4,1.293183485458e-02
5,1.226930882535e-02
6,1.162592935029e-02
7,1.100185958851e-02
8,1.039722911568e-02
9,9.812134219265e-03
10,9.246638235906e-03
11,8.700771930935e-03
12,8.174533920097e-03
13,7.667891133432e-03
14,7.180779321332e-03
15,6.713103602758e-03
16,6.264739055645e-03
17,5.835531349462e-03
18,5.425297419956e-03
19,5.033826186057e-03
20,4.660879308960e-03
21,4.306191993380e-03
22,3.969473830968e-03
23,3.650409685913e-03
24,3.348660622702e-03
25,3.063864876058e-03
26,2.795638863046e-03
27,2.543578237356e-03
28,2.307258985747e-03
29,2.086238566672e-03
30,1.880057091068e-03
31,1.688238545322e-03
32,1.510292056401e-03
33,1.345713199162e-03
34,1.193985345827e-03
35,1.054581057628e-03
36,9.269635186302e-04
37,8.105880117209e-04
38,7.049034367697e-04
39,6.093538709611e-04
40,5.233801712993e-04
41,4.464216192819e-04
42,3.779176077453e-04
43,3.173093698834e-04
44,2.640417504342e-04
45,2.175650190394e-04
46,1.773367257754e-04
47,1.428235988543e-04
48,1.135034844968e-04
49,8.886732897649e-05
50,6.842120283426e-05
51,5.168836726490e-05
52,3.821138267408e-05
53,2.755425940718e-05
54,1.930465064858e-05
55,1.307608749259e-05
56,8.510256185351e-06
57,5.279317537772e-06
58,3.088268509933e-06
59,1.677345966258e-06
60,8.244726020842e-07
61,3.477450412155e-07
62,1.079641047120e-07
63,1.120725096259e-08
