sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-6.838642059076e+00
0.000000000000e+00,0.000000000000e+00,-6.381851979101e+00
0.000000000000e+00,0.000000000000e+00,-5.925061900100e+00
